X Scale,Y Scale,hand_hold_resp.keys,hand_hold_resp.corr,hand_hold_resp.rt,fixpR1,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,prac_trials_run1.thisRepN,prac_trials_run1.thisTrialN,prac_trials_run1.thisN,prac_trials_run1.thisIndex,prac_trials_run1.ran,runID,imgID,stimLabel,imFile,corr,side,participant,design,position,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,fixR1,fix_resp1_1.keys,trial_resp.keys,trial_resp.corr,trial_resp.rt,fix_resp_2.keys,trials_run1.thisRepN,trials_run1.thisTrialN,trials_run1.thisN,trials_run1.thisIndex,trials_run1.ran,fix_resp1_1.rt,fix_resp_2.rt,fixpR2,fix_respP2_1.keys,prac_trials_run2.thisRepN,prac_trials_run2.thisTrialN,prac_trials_run2.thisN,prac_trials_run2.thisIndex,prac_trials_run2.ran,fix_respP2_1.rt,fixR2,fix_resp2_1.keys,trials_run2.thisRepN,trials_run2.thisTrialN,trials_run2.thisN,trials_run2.thisIndex,trials_run2.ran
,,,,,,,,,,,,,,,,2,7,smallSincon,Stimuli/HofS2.jpg,j,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,0.77908,,,,,,,,,,,,,,,,,0,,3,2,26,3,1
,,,,,,,,,,,,,,,,2,2,smallHcongr,Stimuli/HofH2.jpg,f,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,f,1,0.54376,,,,,,,,,,,,,,,,,1,,3,3,27,4,1
,,,,,,,,,,,,,,,,2,5,smallScongr,Stimuli/SofS2.jpg,j,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,0.97847,,,,,,,,,,,,,,,,,0,,3,4,28,2,1
,,,,,,,,,,,,,,,,2,8,smallSincon,Stimuli/HofS2.jpg,j,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,0.688745,,,,,,,,,,,,,,,,,0,,3,5,29,7,1
,,,,,,,,,,,,,,,,2,4,smallHincon,Stimuli/SofH2.jpg,f,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,f,1,0.59605,,,,,,,,,,,,,,,,,0,,3,6,30,5,1
,,,,,,,,,,,,,,,,2,1,smallHcongr,Stimuli/HofH2.jpg,f,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,0,0.708095,,,,,,,,,,,,,,,,,0,,3,7,31,0,1
,,,,,,,,,,,,,,,,2,2,smallHcongr,Stimuli/HofH2.jpg,f,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,f,1,1.22664,,,,,,,,,,,,,,,,,0,,4,0,32,4,1
,,,,,,,,,,,,,,,,2,6,smallScongr,Stimuli/SofS2.jpg,j,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,0.743355,,,,,,,,,,,,,,,,,0,,4,1,33,6,1
,,,,,,,,,,,,,,,,2,7,smallSincon,Stimuli/HofS2.jpg,j,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,0.66067,,,,,,,,,,,,,,,,,0,,4,2,34,3,1
,,,,,,,,,,,,,,,,2,8,smallSincon,Stimuli/HofS2.jpg,j,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,0.973335,,,,,,,,,,,,,,,,,1,,4,3,35,7,1
,,,,,,,,,,,,,,,,2,3,smallHincon,Stimuli/SofH2.jpg,f,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,f,1,0.82363,,,,,,,,,,,,,,,,,0,,4,4,36,1,1
,,,,,,,,,,,,,,,,2,1,smallHcongr,Stimuli/HofH2.jpg,f,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,f,1,0.839385,,,,,,,,,,,,,,,,,0,,4,5,37,0,1
,,,,,,,,,,,,,,,,2,4,smallHincon,Stimuli/SofH2.jpg,f,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,f,1,0.823045,,,,,,,,,,,,,,,,,0,,4,6,38,5,1
,,,,,,,,,,,,,,,,2,5,smallScongr,Stimuli/SofS2.jpg,j,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,0.68097,,,,,,,,,,,,,,,,,0,,4,7,39,2,1
,,,,,,,,,,,,,,,,2,6,smallScongr,Stimuli/SofS2.jpg,j,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,1.16282,,,,,,,,,,,,,,,,,0,,5,0,40,6,1
,,,,,,,,,,,,,,,,2,2,smallHcongr,Stimuli/HofH2.jpg,f,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,f,1,0.65694,,,,,,,,,,,,,,,,,0,,5,1,41,4,1
,,,,,,,,,,,,,,,,2,4,smallHincon,Stimuli/SofH2.jpg,f,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,f,1,0.840795,,,,,,,,,,,,,,,,,0,,5,2,42,5,1
,,,,,,,,,,,,,,,,2,8,smallSincon,Stimuli/HofS2.jpg,j,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,0.697455,,,,,,,,,,,,,,,,,0,,5,3,43,7,1
,,,,,,,,,,,,,,,,2,3,smallHincon,Stimuli/SofH2.jpg,f,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,f,1,0.997445,,,,,,,,,,,,,,,,,0,,5,4,44,1,1
,,,,,,,,,,,,,,,,2,7,smallSincon,Stimuli/HofS2.jpg,j,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,0.94041,,,,,,,,,,,,,,,,,0,,5,5,45,3,1
,,,,,,,,,,,,,,,,2,5,smallScongr,Stimuli/SofS2.jpg,j,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,0.664855,,,,,,,,,,,,,,,,,0,,5,6,46,2,1
,,,,,,,,,,,,,,,,2,1,smallHcongr,Stimuli/HofH2.jpg,f,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,f,1,0.779045,,,,,,,,,,,,,,,,,0,,5,7,47,0,1
,,,,,,,,,,,,,,,,2,3,smallHincon,Stimuli/SofH2.jpg,f,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,f,1,0.827855,,,,,,,,,,,,,,,,,1,,6,0,48,1,1
,,,,,,,,,,,,,,,,2,5,smallScongr,Stimuli/SofS2.jpg,j,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,0.70882,,,,,,,,,,,,,,,,,0,,6,1,49,2,1
,,,,,,,,,,,,,,,,2,6,smallScongr,Stimuli/SofS2.jpg,j,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,0.64728,,,,,,,,,,,,,,,,,0,,6,2,50,6,1
,,,,,,,,,,,,,,,,2,8,smallSincon,Stimuli/HofS2.jpg,j,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,0.7435,,,,,,,,,,,,,,,,,1,,6,3,51,7,1
,,,,,,,,,,,,,,,,2,2,smallHcongr,Stimuli/HofH2.jpg,f,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,f,1,0.806135,,,,,,,,,,,,,,,,,0,,6,4,52,4,1
,,,,,,,,,,,,,,,,2,1,smallHcongr,Stimuli/HofH2.jpg,f,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,f,1,0.591305,,,,,,,,,,,,,,,,,0,,6,5,53,0,1
,,,,,,,,,,,,,,,,2,7,smallSincon,Stimuli/HofS2.jpg,j,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,0.67937,,,,,,,,,,,,,,,,,1,,6,6,54,3,1
,,,,,,,,,,,,,,,,2,4,smallHincon,Stimuli/SofH2.jpg,f,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,f,1,0.843795,,,,,,,,,,,,,,,,,0,,6,7,55,5,1
,,,,,,,,,,,,,,,,2,2,smallHcongr,Stimuli/HofH2.jpg,f,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,f,1,0.5479,,,,,,,,,,,,,,,,,0,,7,0,56,4,1
,,,,,,,,,,,,,,,,2,5,smallScongr,Stimuli/SofS2.jpg,j,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,0.62756,,,,,,,,,,,,,,,,,0,,7,1,57,2,1
,,,,,,,,,,,,,,,,2,6,smallScongr,Stimuli/SofS2.jpg,j,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,0.75876,,,,,,,,,,,,,,,,,0,,7,2,58,6,1
,,,,,,,,,,,,,,,,2,1,smallHcongr,Stimuli/HofH2.jpg,f,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,f,1,0.67728,,,,,,,,,,,,,,,,,1,,7,3,59,0,1
,,,,,,,,,,,,,,,,2,3,smallHincon,Stimuli/SofH2.jpg,f,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,0,0.71539,,,,,,,,,,,,,,,,,0,,7,4,60,1,1
,,,,,,,,,,,,,,,,2,7,smallSincon,Stimuli/HofS2.jpg,j,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,0.877515,,,,,,,,,,,,,,,,,0,,7,5,61,3,1
,,,,,,,,,,,,,,,,2,4,smallHincon,Stimuli/SofH2.jpg,f,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,f,1,1.263155,,,,,,,,,,,,,,,,,0,,7,6,62,5,1
,,,,,,,,,,,,,,,,2,8,smallSincon,Stimuli/HofS2.jpg,j,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,0.807465,,,,,,,,,,,,,,,,,0,,7,7,63,7,1
,,,,,,,,,,,,,,,,2,3,smallHincon,Stimuli/SofH2.jpg,f,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,f,1,0.805215,,,,,,,,,,,,,,,,,0,,8,0,64,1,1
,,,,,,,,,,,,,,,,2,6,smallScongr,Stimuli/SofS2.jpg,j,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,0.60735,,,,,,,,,,,,,,,,,1,,8,1,65,6,1
,,,,,,,,,,,,,,,,2,5,smallScongr,Stimuli/SofS2.jpg,j,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,0.65994,,,,,,,,,,,,,,,,,0,,8,2,66,2,1
,,,,,,,,,,,,,,,,2,2,smallHcongr,Stimuli/HofH2.jpg,f,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,f,1,0.560325,,,,,,,,,,,,,,,,,0,,8,3,67,4,1
,,,,,,,,,,,,,,,,2,7,smallSincon,Stimuli/HofS2.jpg,j,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,0.75617,,,,,,,,,,,,,,,,,1,,8,4,68,3,1
,,,,,,,,,,,,,,,,2,1,smallHcongr,Stimuli/HofH2.jpg,f,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,f,1,0.75658,,,,,,,,,,,,,,,,,0,,8,5,69,0,1
,,,,,,,,,,,,,,,,2,4,smallHincon,Stimuli/SofH2.jpg,f,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,f,1,0.8733,,,,,,,,,,,,,,,,,0,,8,6,70,5,1
,,,,,,,,,,,,,,,,2,8,smallSincon,Stimuli/HofS2.jpg,j,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,0.708145,,,,,,,,,,,,,,,,,0,,8,7,71,7,1
,,,,,,,,,,,,,,,,2,6,smallScongr,Stimuli/SofS2.jpg,j,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,0.758745,,,,,,,,,,,,,,,,,0,,9,0,72,6,1
,,,,,,,,,,,,,,,,2,5,smallScongr,Stimuli/SofS2.jpg,j,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,0.623535,,,,,,,,,,,,,,,,,0,,9,1,73,2,1
,,,,,,,,,,,,,,,,2,1,smallHcongr,Stimuli/HofH2.jpg,f,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,f,1,0.696465,,,,,,,,,,,,,,,,,0,,9,2,74,0,1
,,,,,,,,,,,,,,,,2,3,smallHincon,Stimuli/SofH2.jpg,f,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,f,1,0.790805,,,,,,,,,,,,,,,,,0,,9,3,75,1,1
,,,,,,,,,,,,,,,,2,7,smallSincon,Stimuli/HofS2.jpg,j,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,0.68991,,,,,,,,,,,,,,,,,0,,9,4,76,3,1
,,,,,,,,,,,,,,,,2,2,smallHcongr,Stimuli/HofH2.jpg,f,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,f,1,0.906275,,,,,,,,,,,,,,,,,0,,9,5,77,4,1
,,,,,,,,,,,,,,,,2,4,smallHincon,Stimuli/SofH2.jpg,f,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,f,1,0.926,,,,,,,,,,,,,,,,,0,,9,6,78,5,1
,,,,,,,,,,,,,,,,2,8,smallSincon,Stimuli/HofS2.jpg,j,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,0.74522,,,,,,,,,,,,,,,,,0,,9,7,79,7,1
,,,,,,,,,,,,,,,,2,7,smallSincon,Stimuli/HofS2.jpg,j,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,0.693395,,,,,,,,,,,,,,,,,0,,10,0,80,3,1
,,,,,,,,,,,,,,,,2,4,smallHincon,Stimuli/SofH2.jpg,f,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,f,1,0.71479,,,,,,,,,,,,,,,,,0,,10,1,81,5,1
,,,,,,,,,,,,,,,,2,8,smallSincon,Stimuli/HofS2.jpg,j,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,0.77378,,,,,,,,,,,,,,,,,1,,10,2,82,7,1
,,,,,,,,,,,,,,,,2,3,smallHincon,Stimuli/SofH2.jpg,f,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,f,1,0.839945,,,,,,,,,,,,,,,,,0,,10,3,83,1,1
,,,,,,,,,,,,,,,,2,6,smallScongr,Stimuli/SofS2.jpg,j,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,0.74075,,,,,,,,,,,,,,,,,0,,10,4,84,6,1
,,,,,,,,,,,,,,,,2,5,smallScongr,Stimuli/SofS2.jpg,j,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,0.65799,,,,,,,,,,,,,,,,,0,,10,5,85,2,1
,,,,,,,,,,,,,,,,2,2,smallHcongr,Stimuli/HofH2.jpg,f,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,f,1,0.52742,,,,,,,,,,,,,,,,,0,,10,6,86,4,1
,,,,,,,,,,,,,,,,2,1,smallHcongr,Stimuli/HofH2.jpg,f,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,f,1,0.65935,,,,,,,,,,,,,,,,,0,,10,7,87,0,1
,,,,,,,,,,,,,,,,2,3,smallHincon,Stimuli/SofH2.jpg,f,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,f,1,0.94431,,,,,,,,,,,,,,,,,1,,11,0,88,1,1
,,,,,,,,,,,,,,,,2,2,smallHcongr,Stimuli/HofH2.jpg,f,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,f,1,0.691605,,,,,,,,,,,,,,,,,0,,11,1,89,4,1
,,,,,,,,,,,,,,,,2,7,smallSincon,Stimuli/HofS2.jpg,j,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,0.623905,,,,,,,,,,,,,,,,,0,,11,2,90,3,1
,,,,,,,,,,,,,,,,2,6,smallScongr,Stimuli/SofS2.jpg,j,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,1.095445,,,,,,,,,,,,,,,,,0,,11,3,91,6,1
,,,,,,,,,,,,,,,,2,1,smallHcongr,Stimuli/HofH2.jpg,f,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,f,1,0.672,,,,,,,,,,,,,,,,,0,,11,4,92,0,1
,,,,,,,,,,,,,,,,2,5,smallScongr,Stimuli/SofS2.jpg,j,left,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,0.710605,,,,,,,,,,,,,,,,,0,,11,5,93,2,1
,,,,,,,,,,,,,,,,2,8,smallSincon,Stimuli/HofS2.jpg,j,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,j,1,0.73969,,,,,,,,,,,,,,,,,0,,11,6,94,7,1
,,,,,,,,,,,,,,,,2,4,smallHincon,Stimuli/SofH2.jpg,f,right,DP,2,2,2020-11-16_09h58.36.036,global_local,2020.2.4,Linux x86_64,60,1920,1080,,,f,1,0.79437,,,,,,,,,,,,,,,,,1,,11,7,95,5,1
